Density target;Current position x;Current position y;Current position z;Current position type;Next position x;Next position y;Next position z;Next position type;Target position x;Target position y;Target position z;Target position type;Heading angle;Flight state;Flight speed;Aircraft diameter;Flight count;Total far collisions;Total medium collisions;Total close collisions;Total spot on collisions;This uav id;Other uav id
50;-1339.856;50;-1770.455;Air;-199.2139;50;-2331.958;Air;-199.2139;0;-2331.958;Ground;206.21;Transit;8;2.24;115;101;45;12;1;41;48
50;-1338.767;50;-1772.546;Air;-2533.586;50;-2237.371;Air;-2533.586;0;-2237.371;Ground;338.74;Transit;10;2.50;115;101;45;12;2;48;41
50;-551.0878;60;-802.4639;Air;-1869.547;60;-2551.78;Air;-1869.547;0;-2551.78;Ground;307.01;Transit;12;0.76;187;221;93;25;3;86;169
50;-552.0299;60;-803.646;Air;705.9166;60;2423.121;Air;705.9166;0;2423.121;Ground;68.70;Transit;10;2.48;187;221;93;25;4;169;86
50;1283.634;110;-2193.583;Air;2487.054;110;-1849.415;Air;2487.054;0;-1849.415;Ground;15.96;Transit;3;1.89;341;606;258;54;5;125;269
50;1284.345;110;-2192.62;Air;1249.145;110;-2389.913;Air;1249.145;0;-2389.913;Ground;280.12;Transit;30;0.60;341;606;258;54;6;269;125
50;-215.7497;110;-134.3995;Air;255.303;110;-1446.77;Air;255.303;0;-1446.77;Ground;250.26;Transit;5;0.26;402;775;327;74;7;176;178
50;-216.3571;110;-134.1817;Air;2116.826;110;-1236.76;Air;2116.826;0;-1236.76;Ground;205.29;Transit;5;1.04;402;775;327;74;8;178;176
50;-1876.249;120;-684.9357;Air;-2715.569;120;-281.6072;Air;-2715.569;0;-281.6072;Ground;154.33;Transit;14;0.33;631;1431;586;145;9;520;586
50;-1876.957;120;-685.2006;Air;-1980.61;120;-437.7959;Air;-1980.61;0;-437.7959;Ground;112.73;Transit;19;1.29;631;1431;586;145;10;586;520
50;-1314.232;60;-99.86396;Air;-447.1121;60;-2320.934;Air;-447.1121;0;-2320.934;Ground;248.67;Transit;6;1.19;1003;2399;956;229;11;873;975
50;-1315.908;60;-99.76026;Air;2050.826;60;1258.08;Air;2050.826;0;1258.08;Ground;21.96;Transit;19;2.19;1003;2399;956;229;12;975;873
50;728.4352;70;-809.9934;Air;8.017822;70;-1373.16;Air;8.017822;0;-1373.16;Ground;321.98;Transit;6;1.56;1348;3516;1400;307;13;1234;1329
50;726.4708;70;-810.5178;Air;462.4568;70;842.8112;Air;462.4568;0;842.8112;Ground;99.07;Transit;17;2.66;1348;3516;1400;307;14;1329;1234
50;-891.4257;50;94.05605;Air;17.10669;50;2332.163;Air;17.10669;0;2332.163;Ground;67.91;Transit;14;2.16;1352;3529;1407;311;15;1341;1343
50;-888.8699;50;93.90534;Air;-1079.163;50;-2445.901;Air;-1079.163;0;-2445.901;Ground;274.28;Transit;27;2.99;1352;3529;1407;311;16;1343;1341
50;-2204.404;100;1818.907;Air;-2393.31;100;2045.382;Air;-2393.31;0;2045.382;Ground;129.83;Transit;14;2.15;1839;4784;1887;399;17;1774;1815
50;-2204.232;100;1820.02;Air;-1706.01;100;-2714.104;Air;-1706.01;0;-2714.104;Ground;263.73;Transit;16;0.60;1839;4784;1887;399;18;1815;1774
50;1165.859;60;650.3642;Air;1313.381;60;701.9606;Air;1313.381;0;701.9606;Ground;19.28;Transit;7;2.80;1906;4990;1974;430;19;1722;1850
50;1164.502;60;652.426;Air;2632.598;60;-205.3848;Air;2632.598;0;-205.3848;Ground;210.30;Transit;23;2.41;1906;4990;1974;430;20;1850;1722
50;-1186.468;40;-192.5236;Air;-1362.188;40;-23.83325;Air;-1362.188;0;-23.83325;Ground;136.17;Transit;11;0.17;2108;5507;2154;479;21;2039;2043
50;-1187.908;40;-192.3283;Air;313.3293;40;887.457;Air;313.3293;0;887.457;Ground;35.73;Transit;5;2.78;2108;5507;2154;479;22;2043;2039
50;-1045.878;80;-1709.519;Air;-1747.348;80;-557.2356;Air;-1747.348;0;-557.2356;Ground;121.33;Transit;3;2.42;2128;5551;2170;482;23;2047;2115
50;-1047.964;80;-1709.213;Air;883.7621;80;147.7546;Air;883.7621;0;147.7546;Ground;43.87;Transit;25;1.88;2128;5551;2170;482;24;2115;2047
50;-1180.492;100;-2191.092;Air;-896.4882;100;-2368.454;Air;-896.4882;0;-2368.454;Ground;211.99;Transit;6;2.78;2258;5856;2281;504;25;2188;2220
