Simulation Mode;Polygon bias;Polygons;Range [km2];Collision Range [km2];NoFlyZones;Angle height;Collision Evasion;Flight level height;Time interval [minutes];Density target;Flight count;Far collisions;Medium collisions;Close collisions;Spot on collisions
Balanced;0,5;(2000.00, 400.00, 2000.00) (-1000.00, 800.00, -2000.00) (-1500.00, 1200.00, 2000.00) (1500.00, 1600.00, -1850.00) (-1500.00, 2000.00, 900.00) ;30;30;True;False;False;10;15000;40;300251;763781;312724;80927;5083
