Density target;Current position x;Current position y;Current position z;Current position type;Next position x;Next position y;Next position z;Next position type;Target position x;Target position y;Target position z;Target position type;Heading angle;Flight state;Flight speed;Aircraft diameter;Flight count;Total far collisions;Total medium collisions;Total close collisions;Total spot on collisions;This uav id;Other uav id
10;-181.3473;80;-1332.413;Air;2673.414;80;-1612.205;Air;2673.414;0;-1612.205;Ground;185.60;Transit;11;2.56;1790;1371;546;121;1;1772;1780
10;-179.0055;80;-1333.289;Air;-434.6852;80;-1257.443;Air;-2024.081;0;-785.9559;Ground;163.48;Transit;14;2.76;1790;1371;546;121;2;1780;1772
10;-496.7694;100;-1243.908;NoFlyEvasion;-568.5132;100;-1356.958;NoFlyEvasion;-230.3269;0;-2553.362;Ground;302.40;Transit;2;2.94;3143;2430;947;210;3;3077;3131
10;-495.3549;100;-1241.679;NoFlyEvasion;-568.5132;100;-1356.958;NoFlyEvasion;-693.5049;0;-2061.401;Ground;302.40;Transit;16;2.36;3143;2430;947;210;4;3131;3077
10;-465.907;60;-834.8202;NoFlyEvasion;-467.4081;60;-826.9514;NoFlyEvasion;-2089.968;0;2095.677;Ground;100.80;Transit;6;2.57;3482;2747;1080;242;5;3454;3468
10;-465.6108;60;-836.3729;NoFlyEvasion;-467.4081;60;-826.9514;NoFlyEvasion;-1715.391;0;878.2518;Ground;100.80;Transit;13;0.61;3482;2747;1080;242;6;3468;3454
10;-794.6146;70;560.5271;Air;-1641.74;70;1888.078;Air;-1641.74;0;1888.078;Ground;122.54;Transit;5;2.76;4326;3436;1339;301;7;4276;4313
10;-792.1307;70;560.9266;Air;-1241.239;70;931.3634;Air;-1241.239;0;931.3634;Ground;140.48;Transit;19;2.31;4326;3436;1339;301;8;4313;4276
10;1322.139;50;543.0908;NoFlyEvasion;1329.159;50;546.95;NoFlyEvasion;1926.809;0;2124.317;Ground;28.80;Transit;6;2.94;5193;4063;1579;355;9;5131;5177
10;1320.754;50;542.3293;NoFlyEvasion;1329.159;50;546.95;NoFlyEvasion;1867.318;0;2214.221;Ground;28.80;Transit;13;0.32;5193;4063;1579;355;10;5177;5131
