No fly zones;Higher density zones;Range [km2];Collision range [km2];No fly evasion;Angle height;Collision evasion;Flight level height;Simulation time frame [minutes];Density target;Flight count;Far collisions;Medium collisions;Close collisions;Spot on collisions
(1000.00, 1000.00, 1000.00) (-1000.00, 1000.00, -1000.00) ;(2000.00, 400.00, 2000.00) (-1000.00, 800.00, -2000.00) (-1500.00, 1200.00, 2000.00) (1500.00, 1600.00, -1850.00) (-1500.00, 2000.00, 900.00) ;30;30;True;True;False;0,1;15000;30;225251;584479;236715;57321;630
