Density target;Current position x;Current position y;Current position z;Current position type;Next position x;Next position y;Next position z;Next position type;Target position x;Target position y;Target position z;Target position type;Heading angle;Flight state;Flight speed;Aircraft diameter;Flight count;Total far collisions;Total medium collisions;Total close collisions;Total spot on collisions;This uav id;Other uav id
20;-619.473;118.7;759.215;Air;364.8147;118.7;-981.7643;Air;364.8147;0;-981.7643;Ground;240.52;Transit;10;2.84;317;426;172;44;1;280;302
20;-618.2181;118.2;756.7981;Air;-1092.755;118.2;2036.165;Air;-1092.755;0;2036.165;Ground;110.35;Transit;11;2.89;317;426;172;44;2;302;280
20;-946.6088;54.3;688.0526;Air;-1062.965;54.3;141.8713;Air;-1062.965;0;141.8713;Ground;282.03;Transit;2;2.21;4049;6028;2503;636;3;3980;4045
20;-945.7257;55;690.0694;Air;-2371.297;55;468.6812;Air;-2371.297;0;468.6812;Ground;351.17;Transit;18;2.47;4049;6028;2503;636;4;4045;3980
20;-1234.124;56.4;326.9644;Air;-1024.825;56.4;946.0195;Air;-1024.825;0;946.0195;Ground;71.32;Transit;5;2.27;4266;6357;2604;665;5;4173;4263
20;-1233.843;56.7;328.5896;Air;-2271.481;56.7;-1054.209;Air;-2271.481;0;-1054.209;Ground;306.88;Transit;10;1.10;4266;6357;2604;665;6;4263;4173
20;1888.331;66;-2032.494;Air;1978.077;66;-2004.74;Air;1978.077;0;-2004.74;Ground;17.18;Transit;1;2.44;6532;9745;3916;991;7;6461;6505
20;1888.925;65.8;-2030.766;Air;1744.269;65.8;-2345.148;Air;1744.269;0;-2345.148;Ground;294.71;Transit;9;1.38;6532;9745;3916;991;8;6505;6461
20;-1459.352;53.4;1732.928;Air;-1923.986;53.4;1655.508;Air;-1923.986;0;1655.508;Ground;350.54;Transit;13;1.06;11162;16892;6757;1670;9;11110;11138
20;-1460.317;53.1;1732.154;Air;-290.3291;53.1;1170.198;Air;-290.3291;0;1170.198;Ground;205.66;Transit;2;1.69;11162;16892;6757;1670;10;11138;11110
20;-1648.356;59.8;2239.427;Air;-1826.936;59.8;2260.389;Air;-1826.936;0;2260.389;Ground;173.31;Transit;4;2.37;11361;17192;6878;1694;11;11204;11342
20;-1650.199;59.3;2241.259;Air;-1270.042;59.3;1900.973;Air;-1270.042;0;1900.973;Ground;221.83;Transit;6;3.00;11361;17192;6878;1694;12;11342;11204
20;-799.7172;50.96974;1521.851;Ground;-799.7172;0;1521.851;Ground;-799.7172;0;1521.851;Ground;270.00;Transit;13;2.06;13232;20151;8069;1983;13;13181;13220
20;-798.3803;52.4;1522.436;Air;-1513.3;52.4;1509.689;Air;-1513.3;0;1509.689;Ground;358.98;Transit;28;2.09;13232;20151;8069;1983;14;13220;13181
20;-1156.383;87.2;1322.965;Air;-1469.587;87.2;1306.536;Air;-1469.587;0;1306.536;Ground;357.00;Transit;11;1.79;13639;20752;8296;2040;15;13593;13630
20;-1157.186;87.4;1321.308;Air;-572.9683;87.4;1735.39;Air;-572.9683;0;1735.39;Ground;35.33;Transit;20;1.94;13639;20752;8296;2040;16;13630;13593
20;-1778.36;115.2;931.0605;Air;-1969.354;115.2;180.2308;Air;-1969.354;0;180.2308;Ground;284.27;Transit;4;2.05;15374;23326;9347;2303;17;15324;15365
20;-1779.064;115.6;929.8977;Air;-2023.957;115.6;2161.008;Air;-2023.957;0;2161.008;Ground;101.25;Transit;7;0.83;15374;23326;9347;2303;18;15365;15324
20;1563.281;85.6;-1981.736;Air;1832.354;85.6;-1988.12;Air;1832.354;0;-1988.12;Ground;181.36;Transit;2;2.36;17240;26066;10396;2582;19;17022;17209
20;1561.713;86.8;-1982.266;Air;2260.904;86.8;-2032.511;Air;2260.904;0;-2032.511;Ground;184.11;Transit;16;1.91;17240;26066;10396;2582;20;17209;17022
20;1691.717;115;-584.9484;Air;2333.869;115;1807.912;Air;2333.869;0;1807.912;Ground;74.98;Transit;2;1.31;18069;27417;10953;2696;21;18010;18032
20;1692.406;114.8;-584.2975;Air;-1569.734;114.8;2413.59;Air;-1569.734;0;2413.59;Ground;137.42;Transit;6;0.67;18069;27417;10953;2696;22;18032;18010
20;-1188.972;53.3;1512.834;Air;-1053.953;53.3;1356.725;Air;-1053.953;0;1356.725;Ground;229.14;Transit;1;1.67;18166;27611;11035;2721;23;18021;18096
20;-1188.946;52.7;1511.07;Air;-1579.673;52.7;1972.503;Air;-1579.673;0;1972.503;Ground;130.26;Transit;9;2.10;18166;27611;11035;2721;24;18096;18021
20;-1127.996;104.9;-251.2258;Air;-923.5206;104.9;2029.707;Air;-923.5206;0;2029.707;Ground;84.88;Transit;11;2.03;20841;31627;12649;3150;25;20815;20830
20;-1129.424;104.3;-250.1586;Air;940.8931;104.3;-1949.977;Air;940.8931;0;-1949.977;Ground;219.39;Transit;19;2.02;20841;31627;12649;3150;26;20830;20815
20;-1440.034;110.5;1357.458;Air;-1622.952;110.5;2317.623;Air;-1622.952;0;2317.623;Ground;100.79;Transit;8;2.34;22304;33780;13456;3364;27;22227;22279
20;-1441.232;109.4;1359.137;Air;-1246.52;109.4;2534.327;Air;-1246.52;0;2534.327;Ground;80.59;Transit;1;2.43;22304;33780;13456;3364;28;22279;22227
20;-1867.09;99.8;1163.114;Air;-1851.302;99.8;1560.826;Air;-1851.302;0;1560.826;Ground;87.73;Transit;1;2.84;24515;37097;14774;3683;29;24443;24510
20;-1864.44;99.1;1163.119;Air;-2221.706;99.1;573.988;Air;-2221.706;0;573.988;Ground;301.23;Transit;17;2.71;24515;37097;14774;3683;30;24510;24443
20;1847.262;72.79945;-2323.205;Ground;1847.262;0;-2323.205;Ground;1847.262;0;-2323.205;Ground;270.00;Transit;3;2.55;24709;37414;14913;3714;31;24682;24697
20;1848.725;71.2;-2323.8;Air;-849.2129;71.2;-2043.226;Air;-849.2129;0;-2043.226;Ground;174.06;Transit;5;1.98;24709;37414;14913;3714;32;24697;24682
20;1183.27;48;-1313.883;Air;1333.865;48;-1127.683;Air;1333.865;0;-1127.683;Ground;51.03;Transit;1;1.67;25866;39047;15564;3883;33;25787;25853
20;1183.996;48.6;-1312.521;Air;1888.732;48.6;-2013.132;Air;1888.732;0;-2013.132;Ground;224.83;Transit;2;1.66;25866;39047;15564;3883;34;25853;25787
20;-1564.932;77.8;934.9758;Air;-1154.477;77.8;1602.741;Air;-1154.477;0;1602.741;Ground;58.42;Transit;13;1.56;26644;40258;16051;3997;35;26623;26640
20;-1566.08;77.3;936.8032;Air;2701.605;77.3;-513.8723;Air;2701.605;0;-513.8723;Ground;198.77;Transit;11;2.90;26644;40258;16051;3997;36;26640;26623
20;-1512.095;74.6;516.7709;Air;-1291.936;74.6;116.1135;Air;-1291.936;0;116.1135;Ground;241.21;Transit;3;1.81;27589;41614;16572;4122;37;27530;27583
20;-1510.576;74.2;515.4789;Air;-1319.104;74.2;1361.477;Air;-1319.104;0;1361.477;Ground;77.25;Transit;16;2.35;27589;41614;16572;4122;38;27583;27530
20;-2211.778;51.5;757.0936;Air;-2444.708;51.5;782.1535;Air;-2444.708;0;782.1535;Ground;173.86;Transit;20;2.49;28120;42449;16901;4203;39;28108;28109
20;-2213.989;51.6;756.1285;Air;-1342.384;51.6;508.6675;Air;-1342.384;0;508.6675;Ground;195.85;Transit;6;2.53;28120;42449;16901;4203;40;28109;28108
20;-161.4088;64.8;2053.787;Air;-2185.637;64.8;794.6526;Air;-2185.637;0;794.6526;Ground;328.12;Transit;6;1.98;29103;43948;17493;4346;41;29072;29088
20;-161.3919;65.1;2052.01;Air;0.4868164;65.1;2049.043;Air;0.4868164;0;2049.043;Ground;181.05;Transit;12;1.63;29103;43948;17493;4346;42;29088;29072
20;-1584.368;105.5;360.5988;Air;-1797.135;105.5;205.5179;Air;-1797.135;0;205.5179;Ground;323.91;Transit;1;1.96;30691;46477;18482;4584;43;30645;30687
20;-1583.728;105.7;358.5801;Air;-1943.318;105.7;1203.187;Air;-1943.318;0;1203.187;Ground;113.06;Transit;12;2.31;30691;46477;18482;4584;44;30687;30645
20;-1580.77;53.4;868.8623;Air;-1936.941;53.4;1153.215;Air;-1936.941;0;1153.215;Ground;141.40;Transit;8;2.14;31557;47805;19026;4706;45;31513;31543
20;-1581.906;54.1;870.3217;Air;-1391.638;54.1;-1612.857;Air;-1391.638;0;-1612.857;Ground;265.62;Transit;10;1.99;31557;47805;19026;4706;46;31543;31513
20;1934.153;72.5;-1749.336;Air;2109.829;72.5;-1906.204;Air;2109.829;0;-1906.204;Ground;221.76;Transit;15;1.81;32180;48766;19391;4780;47;32175;32176
20;1933.79;72.2;-1750.349;Air;1719.375;72.2;1019.333;Air;1719.375;0;1019.333;Ground;94.43;Transit;23;0.93;32180;48766;19391;4780;48;32176;32175
