Density target;Current position x;Current position y;Current position z;Current position type;Next position x;Next position y;Next position z;Next position type;Target position x;Target position y;Target position z;Target position type;Heading angle;Flight state;Flight speed;Aircraft diameter;Flight count;Total far collisions;Total medium collisions;Total close collisions;Total spot on collisions;This uav id;Other uav id
50;-1606.046;68;1485.419;Air;-1950.818;68;829.5024;Air;-1950.818;0;829.5024;Ground;297.73;Transit;3;2.07;739;2379;958;237;1;539;684
50;-1605.976;68.8;1484.084;Air;-1213.088;68.8;2341.718;Air;-1213.088;0;2341.718;Ground;65.39;Transit;3;1.13;739;2379;958;237;2;684;539
50;-2084.144;41.1;1307.219;Air;-530.3613;41.1;2693.841;Air;-530.3613;0;2693.841;Ground;41.75;Transit;8;0.90;909;3191;1283;308;3;889;903
50;-2084.079;41.68057;1307.865;Air;-2084.079;70.6;1307.865;Air;-2083.15;0;378.1836;Ground;270.00;Transit;4;0.86;909;3191;1283;308;4;903;889
50;-1154.118;76.2;234.3777;Air;-1087.196;76.2;1062.617;Air;-1087.196;0;1062.617;Ground;85.38;Transit;12;2.30;1157;4283;1727;430;5;1058;1150
50;-1153.072;75.1;235.222;Air;-1230.007;75.1;118.5113;Air;-1230.007;0;118.5113;Ground;303.39;Transit;21;1.40;1157;4283;1727;430;6;1150;1058
50;453.0359;82.4;50.39157;Air;2709.522;82.4;-964.0978;Air;2709.522;0;-964.0978;Ground;204.21;Transit;5;0.17;1254;4639;1851;469;7;1029;1223
50;452.3076;81.1;50.537;Air;1776.002;81.1;-1430.069;Air;1776.002;0;-1430.069;Ground;228.20;Transit;23;2.83;1254;4639;1851;469;8;1223;1029
50;-1646.297;61.6;708.9609;Air;-1568.582;61.6;240.4277;Air;-1568.582;0;240.4277;Ground;260.58;Transit;1;1.88;1524;5670;2275;570;9;1248;1454
50;-1644.828;62.3;709.1194;Air;-2221.939;62.3;494.939;Air;-2221.939;0;494.939;Ground;339.64;Transit;5;1.43;1524;5670;2275;570;10;1454;1248
50;1793.925;112.7;-1553.328;Air;2252.289;112.7;-2205.648;Air;2252.289;0;-2205.648;Ground;234.91;Transit;4;1.23;2946;10961;4429;1142;11;2917;2930
50;1793.119;113;-1554.841;Air;-1217.042;113;1798.512;Air;-1217.042;0;1798.512;Ground;131.91;Transit;20;2.36;2946;10961;4429;1142;12;2930;2917
50;-650.1719;84;1637.438;Air;1559.874;84;-1225.37;Air;1559.874;0;-1225.37;Ground;232.33;Transit;10;2.57;3232;12001;4838;1224;13;3201;3207
50;-652.3281;82.7;1637.942;Air;2094.813;82.7;-432.7527;Air;2094.813;0;-432.7527;Ground;217.01;Transit;11;2.58;3232;12001;4838;1224;14;3207;3201
50;1913.759;50.2;-1496.531;Air;2107.952;50.2;-1292.344;Air;2107.952;0;-1292.344;Ground;46.44;Transit;2;1.86;3411;12587;5054;1276;15;3123;3393
50;1913.929;50.5;-1498.797;Air;2441.975;50.5;-775.4927;Air;2441.975;0;-775.4927;Ground;53.87;Transit;21;2.77;3411;12587;5054;1276;16;3393;3123
50;-591.0216;104;1775.275;Air;-1264.686;104;1995.811;Air;-1264.686;0;1995.811;Ground;161.87;Transit;4;1.86;3787;14192;5689;1407;17;3573;3646
50;-593.0518;103.2;1774.898;Air;-97.14746;103.2;2407.871;Air;-97.14746;0;2407.871;Ground;51.92;Transit;4;2.60;3787;14192;5689;1407;18;3646;3573
50;-1298.738;83.8;-240.7184;Air;-1792.222;83.8;-208.0049;Air;-1792.222;0;-208.0049;Ground;176.21;Transit;7;2.68;4424;16814;6706;1670;19;4245;4390
50;-1299.37;85;-238.3993;Air;-1012.799;85;-1894.747;Air;-1012.799;0;-1894.747;Ground;260.18;Transit;19;2.98;4424;16814;6706;1670;20;4390;4245
50;-1536.463;52.2;1294.968;Air;-2050.451;52.2;485.2685;Air;-2050.451;0;485.2685;Ground;302.41;Transit;3;2.13;5924;22549;9008;2206;21;5691;5883
50;-1536.275;53.4;1293.464;Air;-1635.735;53.4;2127.423;Air;-1635.735;0;2127.423;Ground;96.80;Transit;14;1.99;5924;22549;9008;2206;22;5883;5691
50;-902.0048;89.5;-1663.064;Air;-866.4906;89.5;-1731.053;Air;-866.4906;0;-1731.053;Ground;242.42;Transit;3;2.09;6197;23716;9464;2322;23;5890;6138
50;-900.8105;89.5;-1665.294;Air;-2309.728;89.5;-1641.542;Air;-2309.728;0;-1641.542;Ground;179.03;Transit;22;3.00;6197;23716;9464;2322;24;6138;5890
50;507.7646;71.4;-1021.901;Air;559.6633;71.4;-776.4001;Air;559.6633;0;-776.4001;Ground;78.06;Transit;3;2.90;6336;24241;9654;2367;25;6116;6248
50;506.1508;71.7;-1021.82;Air;1559.543;71.7;-2010.342;Air;1559.543;0;-2010.342;Ground;223.18;Transit;16;0.57;6336;24241;9654;2367;26;6248;6116
50;-173.4249;73.5;-597.5997;Air;-1390.375;73.5;-2034.974;Air;-1390.375;0;-2034.974;Ground;310.25;Transit;5;2.82;6579;25214;10050;2485;27;6273;6536
50;-174.657;72.9;-599.1797;Air;-999.6313;72.9;449.6377;Air;-999.6313;0;449.6377;Ground;128.19;Transit;6;1.48;6579;25214;10050;2485;28;6536;6273
50;357.0779;56.1;-494.6167;Air;1088.942;56.1;-1790.364;Air;1088.942;0;-1790.364;Ground;240.54;Transit;15;2.73;6680;25591;10209;2517;29;6592;6629
50;356.565;56.1;-496.3449;Air;-1904.676;56.1;1735.703;Air;-1904.676;0;1735.703;Ground;135.37;Transit;15;1.01;6680;25591;10209;2517;30;6629;6592
50;1341.351;104.3;-1897.61;Air;1250.211;104.3;-2316.55;Air;1250.211;0;-2316.55;Ground;282.27;Transit;16;1.20;7239;27951;11153;2710;31;7134;7139
50;1342.072;103.8;-1899.02;Air;-1311.177;103.8;-2107.773;Air;-1311.177;0;-2107.773;Ground;355.50;Transit;3;2.18;7239;27951;11153;2710;32;7139;7134
50;1852.508;92;960.2579;Air;1425.151;92;786.4067;Air;1425.151;0;786.4067;Ground;337.86;Transit;1;0.52;7836;30329;12150;2970;33;7497;7735
50;1851.691;93;960.3946;Air;2619.071;93;848.3044;Air;2619.071;0;848.3044;Ground;188.31;Transit;16;2.11;7836;30329;12150;2970;34;7735;7497
50;-1429.636;56.1;2002.808;Air;-1409.17;56.1;1517.132;Air;-1409.17;0;1517.132;Ground;267.59;Transit;1;2.41;8271;32063;12846;3141;35;8115;8248
50;-1431.838;56.2;2003.219;Air;-578.0281;56.2;896.5521;Air;-578.0281;0;896.5521;Ground;232.35;Transit;11;2.08;8271;32063;12846;3141;36;8248;8115
50;-1799.126;111.1;117.9676;Air;1560.606;111.1;-1347.747;Air;1560.606;0;-1347.747;Ground;203.57;Transit;10;2.07;8504;32964;13192;3236;37;8477;8497
50;-1799.74;111.7;119.4645;Air;881.5748;111.7;-2313.932;Air;881.5748;0;-2313.932;Ground;222.22;Transit;24;1.62;8504;32964;13192;3236;38;8497;8477
50;0.2216271;116.7;-467.3376;Air;-1313.512;116.7;1101.56;Air;-1313.512;0;1101.56;Ground;129.94;Transit;4;1.61;9000;34986;14012;3437;39;8751;8888
50;-0.7685786;117.4;-468.3504;Air;2162.629;117.4;-1621.188;Air;2162.629;0;-1621.188;Ground;208.05;Transit;7;1.57;9000;34986;14012;3437;40;8888;8751
50;-1393.953;113.1;1131.922;Air;-1035.626;113.1;1610.735;Air;-1035.626;0;1610.735;Ground;53.19;Transit;2;2.21;9013;35036;14028;3444;41;8791;8978
50;-1393.262;112.3;1133.401;Air;-1433.025;112.3;1111.45;Air;-1433.025;0;1111.45;Ground;331.10;Transit;8;1.56;9013;35036;14028;3444;42;8978;8791
50;-782.7208;81.2;23.58881;Air;-786.5208;81.2;-739.2239;Air;-786.5208;0;-739.2239;Ground;270.29;Transit;1;0.11;10424;40327;16116;3945;43;10104;10332
50;-783.0763;81.3;22.50641;Air;-793.7095;81.3;183.1477;Air;-793.7095;0;183.1477;Ground;93.79;Transit;10;2.19;10424;40327;16116;3945;44;10332;10104
50;1774.252;86.6;-2051.493;Air;1780.601;86.6;-2092.76;Air;1780.601;0;-2092.76;Ground;261.25;Transit;1;0.46;10446;40400;16146;3957;45;10179;10414
50;1774.986;87.7;-2052.489;Air;1313.034;87.7;404.1541;Air;1313.034;0;404.1541;Ground;100.65;Transit;2;2.87;10446;40400;16146;3957;46;10414;10179
50;115.985;114.4;-100.8737;Air;-276.7395;114.4;-234.5186;Air;-276.7395;0;-234.5186;Ground;341.21;Transit;6;2.74;10673;41290;16499;4048;47;10560;10588
50;118.4136;115.6;-100.25;Air;-1575.406;115.6;-2351.314;Air;-1575.406;0;-2351.314;Ground;306.96;Transit;13;2.87;10673;41290;16499;4048;48;10588;10560
50;-1760.725;76.5;931.6163;Air;-2117.449;76.5;1953.396;Air;-2117.449;0;1953.396;Ground;109.25;Transit;5;2.65;11442;44335;17708;4326;49;11204;11419
50;-1758.492;77.1;931.1605;Air;-1774.91;77.1;973.9345;Air;-1774.91;0;973.9345;Ground;111.00;Transit;18;2.14;11442;44335;17708;4326;50;11419;11204
50;-646.4592;63.5;774.081;Air;-260.7549;63.5;2287.399;Air;-260.7549;0;2287.399;Ground;75.70;Transit;7;2.90;11613;44911;17945;4388;51;11519;11552
50;-644.8694;62.8;776.0773;Air;917.5426;62.8;-1964.668;Air;917.5426;0;-1964.668;Ground;240.31;Transit;8;2.56;11613;44911;17945;4388;52;11552;11519
50;-2104.42;96.9;625.3594;Air;-2476.353;96.9;1328.606;Air;-2476.353;0;1328.606;Ground;117.87;Transit;8;0.77;12613;48765;19495;4762;53;12447;12598
50;-2105.752;96.5;625.928;Air;-2065.739;96.5;76.64665;Air;-2065.739;0;76.64665;Ground;265.83;Transit;18;2.36;12613;48765;19495;4762;54;12598;12447
50;1317.459;77;1027.11;Air;1326.152;77;2308.125;Air;1326.152;0;2308.125;Ground;89.61;Transit;4;1.13;12909;49802;19897;4868;55;12600;12894
50;1318.668;77.4;1028.041;Air;-1825.482;77.4;1693.575;Air;-1825.482;0;1693.575;Ground;168.05;Transit;18;2.26;12909;49802;19897;4868;56;12894;12600
50;-1417.399;60.8;666.9084;Air;-1138.608;60.8;142.5179;Air;-1138.608;0;142.5179;Ground;242.00;Transit;10;1.92;13075;50683;20279;4950;57;13057;13061
50;-1416.206;61.2;667.4061;Air;-1411.178;61.2;219.7087;Air;-1411.178;0;219.7087;Ground;269.36;Transit;21;0.80;13075;50683;20279;4950;58;13061;13057
50;-1751.722;57.3;531.7445;Air;-1971.676;57.3;700.6058;Air;-1971.676;0;700.6058;Ground;142.49;Transit;6;1.41;13780;53127;21203;5156;59;13765;13773
50;-1753.052;57.1;531.7282;Air;1536.502;57.1;1334.606;Air;1536.502;0;1334.606;Ground;13.72;Transit;17;1.49;13780;53127;21203;5156;60;13773;13765
50;-167.0238;113.8;-425.8013;Air;-2197.442;113.8;1340.799;Air;-2197.442;0;1340.799;Ground;138.97;Transit;15;1.49;14314;55452;22153;5395;61;14250;14269
50;-167.9388;114;-425.5647;Air;16.8291;114;-162.3059;Air;16.8291;0;-162.3059;Ground;54.94;Transit;21;0.70;14314;55452;22153;5395;62;14269;14250
50;1265.681;93.6;-232.7298;Air;1394.911;93.6;-1078.482;Air;1394.911;0;-1078.482;Ground;261.31;Transit;4;2.08;14607;56562;22631;5511;63;14319;14556
50;1263.536;93.4;-232.3314;Air;2398.205;93.4;-510.394;Air;2398.205;0;-510.394;Ground;193.77;Transit;22;2.53;14607;56562;22631;5511;64;14556;14319
50;148.0562;64.4;44.01825;Air;-953.4502;64.4;838.4873;Air;-953.4502;0;838.4873;Ground;144.20;Transit;6;2.34;14908;57746;23104;5651;65;14763;14786
50;146.766;63.8;44.24071;Air;1070.861;63.8;-1600.319;Air;1070.861;0;-1600.319;Ground;240.67;Transit;8;0.58;14908;57746;23104;5651;66;14786;14763
50;-29.81517;114.8;-201.4047;Air;-1158.005;114.8;1083.849;Air;-1158.005;0;1083.849;Ground;131.28;Transit;5;1.75;15034;58215;23288;5699;67;14819;14861
50;-31.33337;113.7;-200.4322;Air;1343.905;113.7;-1078.113;Air;1343.905;0;-1078.113;Ground;212.55;Transit;6;2.49;15034;58215;23288;5699;68;14861;14819
50;-1266.409;96.3;-1683.114;Air;-1237.91;96.3;254.6252;Air;-1237.91;0;254.6252;Ground;89.16;Transit;4;1.11;15418;59719;23898;5870;69;15337;15399
50;-1267.541;96.3;-1684.131;Air;115.1938;96.3;2125.631;Air;115.1938;0;2125.631;Ground;70.05;Transit;26;2.25;15418;59719;23898;5870;70;15399;15337
50;968.4885;114.1;-846.0972;Air;2364.03;114.1;-43.40356;Air;2364.03;0;-43.40356;Ground;29.91;Transit;16;2.58;15642;60612;24263;5969;71;15564;15616
50;970.0658;114.3;-847.824;Air;-1598.918;114.3;1177.23;Air;-1598.918;0;1177.23;Ground;141.75;Transit;6;2.13;15642;60612;24263;5969;72;15616;15564
50;-1326.316;61.1;1207.152;Air;-1006.275;61.1;530.4629;Air;-1006.275;0;530.4629;Ground;244.69;Transit;5;2.96;16329;63153;25273;6228;73;16245;16305
50;-1328.677;60.7;1206.098;Air;-1001.071;60.7;1569.984;Air;-1001.071;0;1569.984;Ground;48.00;Transit;26;2.37;16329;63153;25273;6228;74;16305;16245
50;-959.4888;80.8;-1160.652;Air;-1346.722;80.8;-2046.342;Air;-1346.722;0;-2046.342;Ground;293.62;Transit;15;0.45;16844;65055;26027;6417;75;16816;16828
50;-960.1765;81.4;-1161.797;Air;1243.866;81.4;-820.2984;Air;1243.866;0;-820.2984;Ground;8.81;Transit;18;2.90;16844;65055;26027;6417;76;16828;16816
50;-1350.304;82.9;231.3218;Air;-903.6771;82.9;541.8965;Air;-903.6771;0;541.8965;Ground;34.81;Transit;3;1.91;17690;68418;27393;6755;77;17530;17632
50;-1349.816;83.6;233.1687;Air;-1604.619;83.6;-2310.893;Air;-1604.619;0;-2310.893;Ground;275.72;Transit;17;2.25;17690;68418;27393;6755;78;17632;17530
50;-2119.965;76.8;-1199.937;Air;-2343.051;76.8;-2034.742;Air;-2343.051;0;-2034.742;Ground;284.96;Transit;3;2.06;17730;68562;27437;6766;79;17572;17588
50;-2119.191;75.8;-1199.346;Air;-2402.626;75.8;-2678.089;Air;-2402.626;0;-2678.089;Ground;280.85;Transit;11;0.78;17730;68562;27437;6766;80;17588;17572
50;1293.943;66.8;-739.3447;Air;2197.549;66.8;-1667.914;Air;2197.549;0;-1667.914;Ground;225.78;Transit;8;0.94;19016;73559;29430;7246;81;18822;18890
50;1294.993;65.4;-739.6196;Air;-593.3645;65.4;2102.232;Air;-593.3645;0;2102.232;Ground;123.60;Transit;5;2.68;19016;73559;29430;7246;82;18890;18822
50;-380.5154;74.8;316.4427;Air;-2418.618;74.8;-981.1172;Air;-2418.618;0;-981.1172;Ground;327.52;Transit;3;1.63;19807;76609;30655;7534;83;19636;19726
50;-378.7896;76;316.1527;Air;-1720.817;76;11.1865;Air;-1720.817;0;11.1865;Ground;347.20;Transit;16;2.77;19807;76609;30655;7534;84;19726;19636
50;-1311.913;115.1;1743.091;Air;252.3503;115.1;-448.104;Air;252.3503;0;-448.104;Ground;234.48;Transit;3;2.09;20898;80567;32244;7957;85;20859;20891
50;-1313.411;114.6;1741.593;Air;2553.064;114.6;634.7366;Air;2553.064;0;634.7366;Ground;195.97;Transit;8;2.27;20898;80567;32244;7957;86;20891;20859
50;1226.241;43.5;-1645.437;Air;1101.798;43.5;-1548.089;Air;1101.798;0;-1548.089;Ground;141.97;Transit;1;2.42;21003;80963;32405;7998;87;20700;20980
50;1224.753;45.1;-1645.858;Air;1800.543;45.1;-1407.995;Air;1800.543;0;-1407.995;Ground;22.45;Transit;11;2.04;21003;80963;32405;7998;88;20980;20700
50;-1147.206;107.5;1023.326;Air;2592.31;107.5;2657.979;Air;2592.31;0;2657.979;Ground;23.61;Transit;14;1.96;21039;81099;32456;8015;89;21007;21016
50;-1146.805;107.6;1025.517;Air;-652.892;107.6;658.6283;Air;-652.892;0;658.6283;Ground;216.61;Transit;3;2.60;21039;81099;32456;8015;90;21016;21007
50;866.0602;99.3;-767.3076;Air;1393.75;99.3;-1414.375;Air;1393.75;0;-1414.375;Ground;230.80;Transit;8;2.80;21858;83915;33570;8291;91;21700;21797
50;865.1891;101.1;-765.426;Air;1123.479;101.1;-2165.811;Air;1123.479;0;-2165.811;Ground;259.55;Transit;13;2.75;21858;83915;33570;8291;92;21797;21700
50;393.8481;98.8;234.7556;Air;871.3452;98.8;397.3198;Air;871.3452;0;397.3198;Ground;18.80;Transit;3;2.00;22028;84656;33879;8377;93;21803;21901
50;395.9247;98;234.8294;Air;-706.7542;98;1952.833;Air;-706.7542;0;1952.833;Ground;122.69;Transit;8;2.49;22028;84656;33879;8377;94;21901;21803
50;-1410.752;44.4;2224.903;Air;-1566.317;44.4;2125.855;Air;-1566.317;0;2125.855;Ground;327.52;Transit;1;0.70;22183;85280;34115;8433;95;22031;22159
50;-1411.302;43.5;2224.842;Air;1641.759;43.5;-1041.02;Air;1641.759;0;-1041.02;Ground;226.93;Transit;5;1.41;22183;85280;34115;8433;96;22159;22031
50;-1365.158;43.4;190.5065;Air;-1628.538;43.4;-873.4892;Air;-1628.538;0;-873.4892;Ground;283.90;Transit;2;1.60;22256;85576;34230;8458;97;21983;22216
50;-1365.738;42.2;191.731;Air;-775.9438;42.2;-182.2158;Air;-775.9438;0;-182.2158;Ground;212.38;Transit;5;2.02;22256;85576;34230;8458;98;22216;21983
50;574.2165;77.4;2176.291;Air;740.3224;77.4;2155.138;Air;740.3224;0;2155.138;Ground;187.26;Transit;12;2.29;22402;86156;34467;8517;99;22306;22385
50;575.8118;76.77913;2174.857;Air;575.8118;101;2174.857;Air;-1055.691;0;1945.296;Ground;270.00;Transit;2;2.38;22402;86156;34467;8517;100;22385;22306
50;387.3899;76;-2055.992;Air;-854.6004;76;-2594.853;Air;-854.6004;0;-2594.853;Ground;336.55;Transit;2;2.88;24145;92945;37128;9153;101;23984;24097
50;387.2222;77.6;-2057.474;Air;832.7365;77.6;-1208.457;Air;832.7365;0;-1208.457;Ground;62.31;Transit;6;1.58;24145;92945;37128;9153;102;24097;23984
50;699.9465;66.4;-1053.617;Air;1286.429;66.4;-526.4653;Air;1286.429;0;-526.4653;Ground;41.95;Transit;3;2.89;24606;94760;37821;9336;103;24484;24494
50;699.8471;66.3;-1051.086;Air;1909.725;66.3;-2166.795;Air;1909.725;0;-2166.795;Ground;222.68;Transit;12;2.23;24606;94760;37821;9336;104;24494;24484
50;1591.053;73.1;-2173.161;Air;1499.492;73.1;-2297.73;Air;1499.492;0;-2297.73;Ground;306.32;Transit;2;2.82;24627;94822;37843;9345;105;24430;24622
50;1591.513;71.1;-2174.37;Air;684.7014;71.1;-892.4543;Air;684.7014;0;-892.4543;Ground;125.28;Transit;11;2.07;24627;94822;37843;9345;106;24622;24430
50;-742.4763;58.00002;1233.966;Ground;-742.4763;0;1233.966;Ground;-742.4763;0;1233.966;Ground;270.00;Transit;10;2.93;24834;95795;38224;9436;107;24766;24810
50;-743.6284;58.7;1235.24;Air;2386.087;58.7;2384.528;Air;2386.087;0;2384.528;Ground;20.16;Transit;29;0.88;24834;95795;38224;9436;108;24810;24766
50;-687.7156;58.3;852.1426;Air;1527.8;58.3;758.1;Air;1527.8;0;758.1;Ground;182.43;Transit;3;1.99;25868;99817;39837;9860;109;25689;25812
50;-685.7154;59.3;852.0264;Air;-1451.42;59.3;1623.907;Air;-1451.42;0;1623.907;Ground;134.77;Transit;29;2.93;25868;99817;39837;9860;110;25812;25689
50;1299.137;79.2;-1640.135;Air;2270.125;79.2;-2639.643;Air;2270.125;0;-2639.643;Ground;225.83;Transit;3;1.90;26358;101625;40551;10026;111;26019;26328
50;1297.551;80;-1641.318;Air;1367.163;80;-1278.757;Air;1367.163;0;-1278.757;Ground;79.13;Transit;14;2.39;26358;101625;40551;10026;112;26328;26019
50;-1150.747;92.6;761.0975;Air;-764.1743;92.6;-1899.419;Air;-764.1743;0;-1899.419;Ground;261.73;Transit;4;2.51;28309;109129;43593;10801;113;28174;28239
50;-1150.728;92.7;759.3049;Air;-1028.235;92.7;1674.075;Air;-1028.235;0;1674.075;Ground;82.37;Transit;9;1.27;28309;109129;43593;10801;114;28239;28174
50;-1315.103;92.2;1400.83;Air;-1210.409;92.2;1517.813;Air;-1210.409;0;1517.813;Ground;48.17;Transit;2;2.96;31058;119525;47825;11816;115;30902;31030
50;-1317.231;93.7;1399.605;Air;-1395.716;93.7;2276.003;Air;-1395.716;0;2276.003;Ground;95.12;Transit;24;2.81;31058;119525;47825;11816;116;31030;30902
50;-175.8137;64.9;98.11532;Air;-1065.717;64.9;869.8415;Air;-1065.717;0;869.8415;Ground;139.07;Transit;13;2.14;31202;120070;48051;11880;117;31110;31116
50;-176.2963;64.7;100.4535;Air;2137.455;64.7;-1674.123;Air;2137.455;0;-1674.123;Ground;217.49;Transit;5;2.90;31202;120070;48051;11880;118;31116;31110
50;-845.7197;71.4;1495.881;Air;-1017.044;71.4;1379.832;Air;-1017.044;0;1379.832;Ground;325.89;Transit;1;1.38;31372;120669;48314;11952;119;31305;31363
50;-844.622;70.5;1497.238;Air;1518.584;70.5;-1368.916;Air;1518.584;0;-1368.916;Ground;230.49;Transit;21;2.61;31372;120669;48314;11952;120;31363;31305
50;-262.5083;44;24.40669;Air;-491.3831;44;497.8904;Air;-491.3831;0;497.8904;Ground;115.80;Transit;2;2.89;32418;124638;49907;12335;121;32323;32377
50;-263.7038;46.2;24.28078;Air;762.9343;46.2;-1118.024;Air;762.9343;0;-1118.024;Ground;228.05;Transit;12;2.19;32418;124638;49907;12335;122;32377;32323
50;-1063.41;119.6;2111.992;Air;-899.8247;119.6;2485.182;Air;-899.8247;0;2485.182;Ground;66.33;Transit;1;1.30;32888;126397;50583;12492;123;32431;32868
50;-1063.512;119.4;2113.286;Air;2456.121;119.4;-2223.148;Air;2456.121;0;-2223.148;Ground;230.94;Transit;14;1.56;32888;126397;50583;12492;124;32868;32431
