Density target;Current position x;Current position y;Current position z;Current position type;Next position x;Next position y;Next position z;Next position type;Target position x;Target position y;Target position z;Target position type;Heading angle;Flight state;Flight speed;Aircraft diameter;Flight count;Total far collisions;Total medium collisions;Total close collisions;Total spot on collisions;This uav id;Other uav id
40;-1431.713;60;-1356.602;NoFlyEvasion;-1506.703;60;-1238.436;NoFlyEvasion;-650.9197;0;1020.153;Ground;122.40;Transit;14;0.37;102;72;29;7;1;66;83
40;-1431.488;60;-1356.957;NoFlyEvasion;-1431.488;60;-1356.957;NoFlyEvasion;-2357.974;0;1329.149;Ground;180.00;Transit;22;0.61;102;72;29;7;2;83;66
40;-1538.045;90;-1141.977;NoFlyEvasion;-1506.703;90;-1238.436;NoFlyEvasion;-244.0737;0;-2581.606;Ground;252.00;Transit;5;0.64;191;311;117;29;3;88;134
40;-1538.314;90;-1141.149;NoFlyEvasion;-1506.703;90;-1238.436;NoFlyEvasion;-378.0483;0;-2218.858;Ground;252.00;Transit;14;1.19;191;311;117;29;4;134;88
40;-1430.066;100;-1358.292;NoFlyEvasion;-1329.16;100;-1453.049;NoFlyEvasion;-1300.036;0;-2130.08;Ground;223.20;Transit;3;2.87;527;1282;509;117;5;293;469
40;-1431.987;100;-1356.171;NoFlyEvasion;-1431.488;100;-1356.957;NoFlyEvasion;-1266.368;0;-2263.645;Ground;237.60;Transit;12;2.89;527;1282;509;117;6;469;293
40;823.3721;40;471.7453;NoFlyEvasion;929.8126;40;444.4159;NoFlyEvasion;2533.87;0;2152.898;Ground;194.40;Transit;6;2.35;551;1354;538;125;7;315;511
40;822.0063;40;472.096;NoFlyEvasion;929.8126;40;444.4159;NoFlyEvasion;2407.358;0;1138.756;Ground;194.40;Transit;17;0.65;551;1354;538;125;8;511;315
40;92.74076;90;-26.46101;Air;1014.358;90;-542.0261;Air;1014.358;0;-542.0261;Ground;209.22;Transit;10;2.37;653;1646;649;158;9;590;621
40;91.2661;90;-27.27598;Air;1902.014;90;-1447.774;Air;1902.014;0;-1447.774;Ground;218.11;Transit;15;1.00;653;1646;649;158;10;621;590
40;-1424.748;60;-641.8237;NoFlyEvasion;-1383.346;60;-591.7775;NoFlyEvasion;-1842.306;0;629.9558;Ground;50.40;Transit;3;2.01;905;2473;999;243;11;684;859
40;-1426.164;60;-643.5351;NoFlyEvasion;-1383.346;60;-591.7775;NoFlyEvasion;-1345.954;0;975.6472;Ground;50.40;Transit;15;2.43;905;2473;999;243;12;859;684
40;-515.9159;70;1069.12;Air;-1256.193;70;1767.486;Air;-1256.193;0;1767.486;Ground;136.67;Transit;3;2.09;925;2536;1021;248;13;510;815
40;-515.2959;70;1068.07;Air;-1264.723;70;2092.555;Air;-1264.723;0;2092.555;Ground;126.19;Transit;10;0.42;925;2536;1021;248;14;815;510
40;-1556.154;60;-1008.402;NoFlyEvasion;-1558.895;60;-964.837;NoFlyEvasion;-1159.156;0;1565.284;Ground;93.60;Transit;6;0.78;1089;3034;1221;287;15;1002;1051
40;-1556.094;60;-1009.361;NoFlyEvasion;-1558.895;60;-964.837;NoFlyEvasion;-1815.511;0;579.6118;Ground;93.60;Transit;14;1.20;1089;3034;1221;287;16;1051;1002
40;-112.4696;90;-305.0306;Air;1539.549;90;-1189.341;Air;1539.549;0;-1189.341;Ground;208.16;Transit;5;1.79;1129;3113;1257;298;17;998;1084
40;-112.5448;90;-304.0961;Air;1108.231;90;-1922.889;Air;1108.231;0;-1922.889;Ground;232.98;Transit;19;0.21;1129;3113;1257;298;18;1084;998
40;-1514.602;60;-1214.127;NoFlyEvasion;-1550.081;60;-1104.933;NoFlyEvasion;-1705.973;0;-238.6465;Ground;108.00;Transit;4;2.82;1272;3492;1405;344;19;1177;1215
40;-1514.144;60;-1215.535;NoFlyEvasion;-1550.081;60;-1104.933;NoFlyEvasion;-2354.179;0;2018.736;Ground;108.00;Transit;8;0.16;1272;3492;1405;344;20;1215;1177
40;-1551.864;60;-1076.589;NoFlyEvasion;-1558.895;60;-964.837;NoFlyEvasion;-1705.973;0;-238.6465;Ground;93.60;Transit;4;2.82;1284;3527;1420;350;21;1177;1225
40;-1551.708;60;-1079.064;NoFlyEvasion;-1558.895;60;-964.837;NoFlyEvasion;-1234.439;0;2567.589;Ground;93.60;Transit;9;2.24;1284;3527;1420;350;22;1225;1177
40;-1553.664;100;-1047.974;NoFlyEvasion;-1550.081;100;-1104.933;NoFlyEvasion;-1186.019;0;-2090.474;Ground;266.40;Transit;10;2.67;1368;3735;1500;369;23;1267;1274
40;-1553.53;100;-1050.11;NoFlyEvasion;-1550.081;100;-1104.933;NoFlyEvasion;-1206.299;0;-2324.225;Ground;266.40;Transit;6;1.63;1368;3735;1500;369;24;1274;1267
40;338.4625;90;-1.9344;Air;2393.432;90;-2682.089;Air;2393.432;0;-2682.089;Ground;232.52;Transit;6;1.86;1386;3781;1519;375;25;1285;1346
40;336.083;90;-1.840525;Air;1856.18;90;-1980.376;Air;1856.18;0;-1980.376;Ground;232.47;Transit;9;2.92;1386;3781;1519;375;26;1346;1285
40;442.0103;90;1039.908;NoFlyEvasion;441.1051;90;1035.163;NoFlyEvasion;2411.182;0;-976.3358;Ground;280.80;Transit;9;1.81;1482;4008;1610;387;27;1404;1418
40;440.0948;90;1039.371;NoFlyEvasion;441.1051;90;1035.163;NoFlyEvasion;1877.848;0;115.7312;Ground;256.50;Transit;14;2.23;1482;4008;1610;387;28;1418;1404
40;1254.601;120;505.9617;NoFlyEvasion;1206.149;120;479.3249;NoFlyEvasion;-1072.942;0;232.1884;Ground;331.20;Transit;4;2.17;1527;4144;1660;401;29;1403;1500
40;1256.233;120;506.8585;NoFlyEvasion;1206.149;120;479.3249;NoFlyEvasion;-2325.103;0;-1329.272;Ground;331.20;Transit;19;1.81;1527;4144;1660;401;30;1500;1403
40;1444.079;110;662.8842;NoFlyEvasion;1431.487;110;643.0418;NoFlyEvasion;1040.09;0;-90.86353;Ground;302.40;Transit;2;1.73;1673;4647;1829;447;31;1427;1651
40;1444.578;110;663.671;NoFlyEvasion;1431.487;110;643.0418;NoFlyEvasion;-1917.87;0;-2359.539;Ground;302.40;Transit;22;0.34;1673;4647;1829;447;32;1651;1427
40;-546.3298;60;-1322.003;NoFlyEvasion;-493.2973;60;-1238.437;NoFlyEvasion;-1516.199;0;2184.212;Ground;57.60;Transit;9;2.62;1969;5484;2167;514;33;1932;1952
40;-547.3909;60;-1323.675;NoFlyEvasion;-493.2973;60;-1238.437;NoFlyEvasion;-1238.427;0;2453.915;Ground;57.60;Transit;18;1.50;1969;5484;2167;514;34;1952;1932
40;2165.254;120;-1350.395;Air;1828.074;120;-1380.194;Air;1828.074;0;-1380.194;Ground;354.95;Transit;1;2.63;2137;5959;2352;548;35;1977;2123
40;2167.183;120;-1350.76;Air;-282.6191;120;-1786.917;Air;-282.6191;0;-1786.917;Ground;349.91;Transit;16;1.36;2137;5959;2352;548;36;2123;1977
40;1073.84;90;-2145.272;Air;1359.827;90;-2440.337;Air;1359.827;0;-2440.337;Ground;225.90;Transit;2;1.29;2315;6457;2536;592;37;2215;2216
40;1072.354;90;-2144.042;Air;1276.875;90;-2371.804;Air;1276.875;0;-2371.804;Ground;228.08;Transit;16;2.72;2315;6457;2536;592;38;2216;2215
40;-1361.974;100;1591.042;Air;-1276.553;100;1117.818;Air;-1276.553;0;1117.818;Ground;259.77;Transit;1;0.82;2326;6477;2542;596;39;1906;2184
40;-1361.836;100;1592.708;Air;-1100.01;100;715.8857;Air;-1100.01;0;715.8857;Ground;253.37;Transit;2;2.53;2326;6477;2542;596;40;2184;1906
40;-1100.137;70;1310.827;Air;-1173.509;70;1389.889;Air;-1173.509;0;1389.889;Ground;132.86;Transit;4;1.30;2611;7482;2945;661;41;2546;2591
40;-1098.665;70;1309.963;Air;-1603.763;70;1831.646;Air;-1603.763;0;1831.646;Ground;134.07;Transit;15;2.32;2611;7482;2945;661;42;2591;2546
40;-1128.497;120;-1540.613;NoFlyEvasion;-1206.15;120;-1520.675;NoFlyEvasion;-2413.352;0;-1788.73;Ground;165.60;Transit;2;1.27;2681;7663;3020;681;43;2366;2651
40;-1127.954;120;-1540.752;NoFlyEvasion;-1206.15;120;-1520.675;NoFlyEvasion;-2306.648;0;-1686.923;Ground;165.60;Transit;21;0.21;2681;7663;3020;681;44;2651;2366
40;-670.8409;120;-1453.05;NoFlyEvasion;-670.8409;120;-1453.05;NoFlyEvasion;-2394.447;0;-1500.472;Ground;180.00;Transit;12;1.54;2792;7931;3107;697;45;2712;2734
40;-669.5947;120;-1452.47;NoFlyEvasion;-670.8409;120;-1453.05;NoFlyEvasion;-2212.942;0;-1456.938;Ground;335.04;Transit;17;1.39;2792;7931;3107;697;46;2734;2712
40;1627.688;110;547.082;Air;730.7884;110;-1846.533;Air;730.7884;0;-1846.533;Ground;290.54;Transit;6;2.68;3133;9060;3557;783;47;3038;3103
40;1627.355;110;549.4587;Air;1084.067;110;-1962.354;Air;1084.067;0;-1962.354;Ground;282.20;Transit;15;2.23;3133;9060;3557;783;48;3103;3038
40;-1397.054;60;-1389.293;NoFlyEvasion;-1431.488;60;-1356.957;NoFlyEvasion;-1560.93;0;817.0361;Ground;136.80;Transit;2;2.65;3170;9219;3608;795;49;2920;3150
40;-1395.293;60;-1390.947;NoFlyEvasion;-1431.488;60;-1356.957;NoFlyEvasion;-1298.988;0;63.23853;Ground;136.80;Transit;16;2.45;3170;9219;3608;795;50;3150;2920
40;-1550.081;60;-1104.933;NoFlyEvasion;-1550.081;60;-1104.933;NoFlyEvasion;-1440.567;0;1664.521;Ground;180.00;Transit;5;0.11;3177;9246;3623;798;51;3090;3150
40;-1549.719;60;-1106.047;NoFlyEvasion;-1550.081;60;-1104.933;NoFlyEvasion;-1298.988;0;63.23853;Ground;108.00;Transit;16;2.45;3177;9246;3623;798;52;3150;3090
40;-1533.148;60;-829.8682;NoFlyEvasion;-1532.592;60;-826.9503;NoFlyEvasion;-1723.481;0;2066.819;Ground;79.20;Transit;6;1.38;3183;9274;3637;801;53;3085;3150
40;-1533.501;60;-831.7159;NoFlyEvasion;-1532.592;60;-826.9503;NoFlyEvasion;-1298.988;0;63.23853;Ground;79.20;Transit;16;2.45;3183;9274;3637;801;54;3150;3085
40;-1451.131;60;-1326.003;NoFlyEvasion;-1506.703;60;-1238.436;NoFlyEvasion;-1560.93;0;817.0361;Ground;122.40;Transit;2;2.65;3184;9278;3638;804;55;2920;3164
40;-1449.974;60;-1327.828;NoFlyEvasion;-1506.703;60;-1238.436;NoFlyEvasion;-1612.889;0;1108.857;Ground;122.40;Transit;15;1.76;3184;9278;3638;804;56;3164;2920
40;-1532.592;60;-826.9503;NoFlyEvasion;-1532.592;60;-826.9503;NoFlyEvasion;-1440.567;0;1664.521;Ground;180.00;Transit;5;0.11;3196;9323;3659;808;57;3090;3164
40;-1532.755;60;-827.8062;NoFlyEvasion;-1532.592;60;-826.9503;NoFlyEvasion;-1612.889;0;1108.857;Ground;79.20;Transit;15;1.76;3196;9323;3659;808;58;3164;3090
40;1332.531;80;1445.142;NoFlyEvasion;1383.347;80;1408.222;NoFlyEvasion;2323.771;0;1005.68;Ground;216.00;Transit;7;2.38;3528;10367;4050;883;59;3391;3419
40;1334.514;80;1443.701;NoFlyEvasion;1269.783;80;1490.731;NoFlyEvasion;-977.7625;0;2056.549;Ground;144.00;Transit;4;2.70;3528;10367;4050;883;60;3419;3391
40;739.6273;80;1494.457;NoFlyEvasion;860.7337;80;1542.407;NoFlyEvasion;2525.567;0;760.2011;Ground;21.60;Transit;4;0.36;3581;10523;4114;901;61;3363;3419
40;740.9763;80;1494.991;NoFlyEvasion;730.2179;80;1490.732;NoFlyEvasion;-977.7625;0;2056.549;Ground;338.40;Transit;4;2.70;3581;10523;4114;901;62;3419;3363
40;-1391.532;60;-1394.478;NoFlyEvasion;-1431.488;60;-1356.957;NoFlyEvasion;-1509.029;0;2435.842;Ground;136.80;Transit;6;2.39;3654;10778;4205;924;63;3592;3633
40;-1390.583;60;-1395.369;NoFlyEvasion;-1431.488;60;-1356.957;NoFlyEvasion;-950.2203;0;1203.422;Ground;136.80;Transit;22;0.43;3654;10778;4205;924;64;3633;3592
40;-1549.305;60;-914.5629;NoFlyEvasion;-1532.592;60;-826.9503;NoFlyEvasion;-1509.029;0;2435.842;Ground;79.20;Transit;6;2.39;3684;10896;4255;931;65;3592;3663
40;-1549.758;60;-916.9407;NoFlyEvasion;-1532.592;60;-826.9503;NoFlyEvasion;-1612.869;0;1140.598;Ground;79.20;Transit;23;2.56;3684;10896;4255;931;66;3663;3592
