Density target;Current position x;Current position y;Current position z;Current position type;Next position x;Next position y;Next position z;Next position type;Target position x;Target position y;Target position z;Target position type;Heading angle;Flight state;Flight speed;Aircraft diameter;Flight count;Total far collisions;Total medium collisions;Total close collisions;Total spot on collisions;This uav id;Other uav id
30;1140.971;40;462.5901;NoFlyEvasion;1206.149;40;479.3249;NoFlyEvasion;2616.413;0;832.4086;Ground;14.40;Transit;6;0.83;146;123;47;9;1;75;97
30;1139.953;40;462.3287;NoFlyEvasion;1206.149;40;479.3249;NoFlyEvasion;2073.976;0;1546.076;Ground;14.40;Transit;21;1.48;146;123;47;9;2;97;75
30;1552.209;110;928.8898;NoFlyEvasion;1550.081;110;895.0656;NoFlyEvasion;-734.8767;0;-2127.09;Ground;273.60;Transit;4;1.11;150;132;49;11;3;83;125
30;1552.327;110;930.7676;NoFlyEvasion;1550.081;110;895.0656;NoFlyEvasion;-1265.997;0;-2287.02;Ground;273.60;Transit;20;2.75;150;132;49;11;4;125;83
30;138.028;90;161.8601;Air;857.8307;90;-603.22;Air;857.8307;0;-603.22;Ground;226.75;Transit;6;2.35;281;326;140;34;5;240;271
30;136.5986;90;161.4595;Air;1592.622;90;-1036.604;Air;1592.622;0;-1036.604;Ground;219.45;Transit;22;0.78;281;326;140;34;6;271;240
30;529.5121;90;-876.6104;Air;2317.441;90;-2472.174;Air;2317.441;0;-2472.174;Ground;221.75;Transit;12;2.21;375;509;210;49;7;290;321
30;529.7671;90;-878.4337;Air;2586.17;90;-2730.598;Air;2586.17;0;-2730.598;Ground;222.01;Transit;7;1.52;375;509;210;49;8;321;290
30;443.1942;60;1001.957;NoFlyEvasion;441.1051;60;1035.163;NoFlyEvasion;279.9207;0;2607.995;Ground;93.60;Transit;7;2.96;425;655;266;65;9;314;353
30;443.2997;60;1000.28;NoFlyEvasion;441.1051;60;1035.163;NoFlyEvasion;346.1125;0;1836.865;Ground;93.60;Transit;14;0.44;425;655;266;65;10;353;314
30;-892.7751;80;-1546.074;NoFlyEvasion;-793.851;80;-1520.675;NoFlyEvasion;384.1292;0;-1505.555;Ground;14.40;Transit;4;0.16;448;722;293;75;11;310;412
30;-891.3969;80;-1545.721;NoFlyEvasion;-929.8142;80;-1555.584;NoFlyEvasion;-2169.056;0;-1281.433;Ground;345.60;Transit;27;2.74;448;722;293;75;12;412;310
30;1315.194;70;1457.738;NoFlyEvasion;1269.783;70;1490.731;NoFlyEvasion;-269.2986;0;2262.691;Ground;144.00;Transit;6;2.38;670;1078;442;103;13;605;635
30;1316.578;70;1456.732;NoFlyEvasion;1269.783;70;1490.731;NoFlyEvasion;-632.1118;0;2621.6;Ground;144.00;Transit;9;1.07;670;1078;442;103;14;635;605
30;1522.856;110;811.2765;NoFlyEvasion;1506.703;110;761.5627;NoFlyEvasion;292.6926;0;-2595.226;Ground;288.00;Transit;10;0.43;791;1291;529;121;15;740;776
30;1523.295;110;812.6281;NoFlyEvasion;1506.703;110;761.5627;NoFlyEvasion;-131.3867;0;-487.3186;Ground;288.00;Transit;22;2.47;791;1291;529;121;16;776;740
30;1221.056;110;487.5198;NoFlyEvasion;1206.149;110;479.3249;NoFlyEvasion;912.6205;0;-718.7864;Ground;331.20;Transit;4;0.55;796;1304;535;124;17;659;776
30;1222.354;110;488.2336;NoFlyEvasion;1206.149;110;479.3249;NoFlyEvasion;-131.3867;0;-487.3186;Ground;331.20;Transit;22;2.47;796;1304;535;124;18;776;659
30;-1137.66;80;-1538.26;NoFlyEvasion;-1206.15;80;-1520.675;NoFlyEvasion;-2376.108;0;-896.6508;Ground;165.60;Transit;9;0.20;845;1384;567;135;19;801;804
30;-1138.678;80;-1537.999;NoFlyEvasion;-1070.187;80;-1555.584;NoFlyEvasion;1189.848;0;-1723.738;Ground;194.40;Transit;9;2.18;845;1384;567;135;20;804;801
30;556.9897;120;1336.101;NoFlyEvasion;527.1765;120;1300.063;NoFlyEvasion;-844.0359;0;1226.921;Ground;309.60;Transit;5;2.23;857;1419;581;138;21;770;821
30;558.6158;120;1338.067;NoFlyEvasion;527.1765;120;1300.063;NoFlyEvasion;-2076.393;0;-256.4167;Ground;309.60;Transit;15;2.92;857;1419;581;138;22;821;770
30;2245.714;110;2546.745;Air;2119.339;110;2230.287;Air;2119.339;0;2230.287;Ground;291.77;Transit;2;2.74;953;1593;653;148;23;919;947
30;2246.77;110;2548.344;Air;1214.035;110;1608.824;Air;-2113.838;0;-1418.675;Ground;317.71;Transit;14;1.18;953;1593;653;148;24;947;919
30;-1460.272;120;-684.7645;NoFlyEvasion;-1472.824;120;-699.9368;NoFlyEvasion;-2304.466;0;-1663.249;Ground;309.60;Transit;7;0.49;989;1657;686;152;25;805;942
30;-1459.417;120;-683.7307;NoFlyEvasion;-1472.824;120;-699.9368;NoFlyEvasion;-2533.563;0;-1362.456;Ground;309.60;Transit;26;2.26;989;1657;686;152;26;942;805
30;-2015.964;89.30002;1.169189;Ground;-2015.964;0;1.169189;Ground;-2015.964;0;1.169189;Ground;270.00;Transit;6;2.38;1107;1862;770;170;27;997;1083
30;-2016.932;90;3.005505;Air;-1545.181;90;-715.5916;Air;-556.4319;0;-2221.71;Ground;236.72;Transit;10;2.14;1107;1862;770;170;28;1083;997
30;1532.856;70;-968.7562;Air;-874.1487;70;573.606;Air;-874.1487;0;573.606;Ground;147.35;Transit;3;1.78;1159;1972;812;181;29;1077;1146
30;1534.316;70;-969.5375;Air;-460.5933;70;1803.219;Air;-460.5933;0;1803.219;Ground;125.73;Transit;16;1.54;1159;1972;812;181;30;1146;1077
30;467.3286;90;51.7153;Air;1340.646;90;-611.686;Air;1340.646;0;-611.686;Ground;217.22;Transit;4;2.27;1341;2309;942;213;31;1149;1318
30;468.6745;90;53.26969;Air;2089.36;90;-2332.333;Air;2089.36;0;-2332.333;Ground;235.81;Transit;21;1.91;1341;2309;942;213;32;1318;1149
30;-1544.463;90;-1122.223;NoFlyEvasion;-1506.703;90;-1238.436;NoFlyEvasion;256.6741;0;-2510.457;Ground;252.00;Transit;3;0.26;1385;2421;997;223;33;1240;1364
30;-1544.933;90;-1120.778;NoFlyEvasion;-1506.703;90;-1238.436;NoFlyEvasion;-235.2788;0;-2338.186;Ground;252.00;Transit;14;2.90;1385;2421;997;223;34;1364;1240
30;-699.3672;60;-531.6825;NoFlyEvasion;-730.2172;60;-509.2687;NoFlyEvasion;-1356.921;0;1510.01;Ground;144.00;Transit;18;2.60;1397;2450;1016;230;35;1362;1377
30;-698.1289;60;-532.5823;NoFlyEvasion;-730.2172;60;-509.2687;NoFlyEvasion;-1202.617;0;478.8069;Ground;144.00;Transit;27;0.56;1397;2450;1016;230;36;1377;1362
30;-599.3785;90;-612.6595;NoFlyEvasion;-527.1759;90;-699.9377;NoFlyEvasion;352.2654;0;-1526.068;Ground;230.40;Transit;2;2.81;1402;2461;1021;234;37;1228;1352
30;-601.1572;90;-610.5094;NoFlyEvasion;-527.1759;90;-699.9377;NoFlyEvasion;-0.4887695;0;-1519.237;Ground;230.40;Transit;13;2.93;1402;2461;1021;234;38;1352;1228
30;999.314;80;1559.913;NoFlyEvasion;1000;80;1560;NoFlyEvasion;2625.309;0;1252.25;Ground;7.20;Transit;16;1.07;1674;2965;1226;279;39;1622;1644
30;1000;80;1560;NoFlyEvasion;1000;80;1560;NoFlyEvasion;-2439.889;0;1356.49;Ground;180.00;Transit;18;0.49;1674;2965;1226;279;40;1644;1622
30;1456.875;80;-908.6829;Air;2378.147;80;-1099.469;Air;2378.147;0;-1099.469;Ground;191.70;Transit;13;1.61;1771;3114;1287;294;41;1691;1750
30;1457.224;78.42834;-908.644;Air;1457.224;120;-908.644;Air;581.0991;0;-1321.83;Ground;270.00;Transit;1;1.68;1771;3114;1287;294;42;1750;1691
30;1547.652;110;887.5903;NoFlyEvasion;1506.703;110;761.5627;NoFlyEvasion;355.511;0;-730.9846;Ground;288.00;Transit;6;1.50;1784;3129;1293;297;43;1692;1758
30;1547.979;110;888.5984;NoFlyEvasion;1506.703;110;761.5627;NoFlyEvasion;340.0403;0;-1187.972;Ground;288.00;Transit;20;0.68;1784;3129;1293;297;44;1758;1692
30;2304.081;120;-875.1102;Air;1665.543;120;-1161.48;Air;1665.543;0;-1161.48;Ground;335.84;Transit;1;2.27;1907;3331;1367;310;45;1851;1882
30;2306.209;120;-874.23;Air;1791.318;120;-1205.644;Air;1791.318;0;-1205.644;Ground;327.23;Transit;4;2.38;1907;3331;1367;310;46;1882;1851
30;1419.142;80;-1287.65;Air;1165.056;80;-1227.85;Air;1165.056;0;-1227.85;Ground;166.76;Transit;22;1.77;1935;3375;1390;317;47;1926;1927
30;1417.558;80;-1287.325;Air;-373.0674;80;-862.5057;Air;-2401.102;0;-381.3613;Ground;166.65;Transit;6;1.61;1935;3375;1390;317;48;1927;1926
30;1556.888;90;1045.683;NoFlyEvasion;1558.895;90;1035.162;NoFlyEvasion;2333.482;0;603.5139;Ground;259.20;Transit;6;0.81;1984;3459;1428;328;49;1865;1929
30;1556.781;90;1046.244;NoFlyEvasion;1558.895;90;1035.162;NoFlyEvasion;2457.14;0;-830.0017;Ground;259.20;Transit;13;0.38;1984;3459;1428;328;50;1929;1865
30;519.6821;100;1283.836;Air;519.9539;100;1282.019;Air;765.5676;0;-360.5542;Ground;261.50;Transit;5;2.97;2172;3855;1585;358;51;2133;2151
30;520.2788;100;1285.405;NoFlyEvasion;467.4085;100;1173.05;NoFlyEvasion;1060.622;0;-2055.816;Ground;295.20;Transit;18;0.46;2172;3855;1585;358;52;2151;2133
30;947.9215;50;1553.421;NoFlyEvasion;1000;50;1560;NoFlyEvasion;2003.306;0;2734.864;Ground;7.20;Transit;13;0.85;2197;3911;1616;362;53;2088;2160
30;946.6313;50;1553.258;NoFlyEvasion;1000;50;1560;NoFlyEvasion;1997.253;0;2164.838;Ground;7.20;Transit;18;1.75;2197;3911;1616;362;54;2160;2088
30;-1557.99;50;-979.2148;NoFlyEvasion;-1558.895;50;-964.837;NoFlyEvasion;-682.7515;0;521.9763;Ground;93.60;Transit;3;2.50;2288;4112;1691;385;55;2158;2256
30;-1557.905;50;-980.5775;NoFlyEvasion;-1558.895;50;-964.837;NoFlyEvasion;67.78882;0;2452.845;Ground;93.60;Transit;14;0.38;2288;4112;1691;385;56;2256;2158
30;1261.006;70;1494.206;NoFlyEvasion;1139.267;70;1542.406;NoFlyEvasion;-516.2979;0;1714.698;Ground;158.40;Transit;4;0.43;2414;4354;1783;413;57;2326;2392
30;1261.777;70;1493.901;NoFlyEvasion;1139.267;70;1542.406;NoFlyEvasion;-126.4297;0;2680.393;Ground;158.40;Transit;21;1.40;2414;4354;1783;413;58;2392;2326
30;-1042.653;40;-445.3883;NoFlyEvasion;-999.9999;40;-440;NoFlyEvasion;2648.41;0;1481.146;Ground;7.20;Transit;9;0.94;2712;4860;1973;440;59;2645;2694
30;-1044.023;40;-445.5615;NoFlyEvasion;-999.9999;40;-440;NoFlyEvasion;826.004;0;-411.4036;Ground;7.20;Transit;24;1.94;2712;4860;1973;440;60;2694;2645
30;-442.1505;100;-981.4553;NoFlyEvasion;-449.9193;100;-1104.934;NoFlyEvasion;-894.3589;0;-2525.415;Ground;273.60;Transit;5;0.23;2801;5005;2037;456;61;2652;2708
30;-442.0651;100;-980.098;NoFlyEvasion;-449.9193;100;-1104.934;NoFlyEvasion;-260.6741;0;-2639.187;Ground;273.60;Transit;11;2.54;2801;5005;2037;456;62;2708;2652
30;963.4691;80;1555.385;NoFlyEvasion;1000;80;1560;NoFlyEvasion;2293.15;0;903.4572;Ground;7.20;Transit;5;2.59;2811;5028;2049;459;63;2654;2786
30;964.7603;80;1555.548;NoFlyEvasion;860.7337;80;1542.407;NoFlyEvasion;-811.8057;0;1666.844;Ground;352.80;Transit;16;0.13;2811;5028;2049;459;64;2786;2654
30;-1523.669;60;-1186.222;NoFlyEvasion;-1550.081;60;-1104.933;NoFlyEvasion;-1283.748;0;861.3715;Ground;108.00;Transit;6;0.77;2847;5105;2082;466;65;2808;2831
30;-1523.335;60;-1187.25;NoFlyEvasion;-1550.081;60;-1104.933;NoFlyEvasion;-1186.46;0;2518.921;Ground;108.00;Transit;23;1.63;2847;5105;2082;466;66;2831;2808
30;-470.5379;90;-820.3002;NoFlyEvasion;-467.4081;90;-826.9514;NoFlyEvasion;173.6787;0;-1545.673;Ground;244.80;Transit;6;1.30;2885;5197;2120;473;67;2812;2847
30;-470.9727;90;-819.376;NoFlyEvasion;-467.4081;90;-826.9514;NoFlyEvasion;-9.709473;0;-2136.1;Ground;244.80;Transit;20;0.84;2885;5197;2120;473;68;2847;2812
30;-709.3296;50;-1474.209;NoFlyEvasion;-670.8409;50;-1453.05;NoFlyEvasion;1169.941;0;2350.62;Ground;28.80;Transit;5;2.83;3039;5441;2222;492;69;2973;2985
30;-711.0477;50;-1475.154;NoFlyEvasion;-670.8409;50;-1453.05;NoFlyEvasion;186.2144;0;-207.384;Ground;28.80;Transit;11;1.14;3039;5441;2222;492;70;2985;2973
30;-1440.282;120;-660.601;NoFlyEvasion;-1472.824;120;-699.9368;NoFlyEvasion;-2329.4;0;-1680.429;Ground;309.60;Transit;4;0.68;3057;5473;2240;495;71;2932;2969
30;-1439.364;120;-659.4907;NoFlyEvasion;-1472.824;120;-699.9368;NoFlyEvasion;-2555.188;0;-1951.666;Ground;309.60;Transit;13;2.23;3057;5473;2240;495;72;2969;2932
30;-2505.396;100;1350.768;Air;-2691.415;100;-293.6492;Air;-2691.415;0;-293.6492;Ground;276.45;Transit;3;2.72;3144;5643;2304;509;73;3107;3136
30;-2503.741;100;1351.652;Air;-2617.278;100;-1177.532;Air;-2617.278;0;-1177.532;Ground;272.57;Transit;8;1.04;3144;5643;2304;509;74;3136;3107
30;-841.5423;90;-465.1918;NoFlyEvasion;-730.2172;90;-509.2687;NoFlyEvasion;1168.443;0;-2720.823;Ground;201.60;Transit;8;1.34;3224;5777;2355;523;75;3148;3203
30;-843.1973;90;-464.5365;NoFlyEvasion;-730.2172;90;-509.2687;NoFlyEvasion;2035.958;0;-2417.577;Ground;201.60;Transit;23;2.28;3224;5777;2355;523;76;3203;3148
30;-1554.645;50;-942.5587;NoFlyEvasion;-1532.592;50;-826.9503;NoFlyEvasion;2642.057;0;2732.777;Ground;79.20;Transit;6;2.42;3313;5971;2425;537;77;3269;3290
30;-1555.05;50;-944.6805;NoFlyEvasion;-1532.592;50;-826.9503;NoFlyEvasion;677.3804;0;2437.064;Ground;79.20;Transit;18;1.98;3313;5971;2425;537;78;3290;3269
30;-1461.528;110;-686.2826;NoFlyEvasion;-1472.824;110;-699.9368;NoFlyEvasion;-2312.11;0;-2216.592;Ground;309.60;Transit;5;1.42;3346;6031;2455;548;79;3070;3288
30;-1460.985;110;-685.627;NoFlyEvasion;-1472.824;110;-699.9368;NoFlyEvasion;-2531.995;0;-2401.631;Ground;309.60;Transit;14;0.33;3346;6031;2455;548;80;3288;3070
30;-522.0293;50;-1283.711;NoFlyEvasion;-493.2973;50;-1238.437;NoFlyEvasion;356.3416;0;1885.383;Ground;57.60;Transit;5;0.15;3362;6055;2466;551;81;3270;3339
30;-522.6032;50;-1284.616;NoFlyEvasion;-493.2973;50;-1238.437;NoFlyEvasion;1830.57;0;2366.597;Ground;57.60;Transit;17;2.13;3362;6055;2466;551;82;3339;3270
30;-998.1149;40;-440.2381;NoFlyEvasion;-860.7328;40;-457.5937;NoFlyEvasion;-108.0574;0;-342.7695;Ground;187.20;Transit;2;0.37;3394;6120;2490;553;83;3160;3299
30;-999.5137;40;-440.0614;NoFlyEvasion;-860.7328;40;-457.5937;NoFlyEvasion;2280.741;0;1413.298;Ground;187.20;Transit;7;2.48;3394;6120;2490;553;84;3299;3160
30;604.243;120;1393.221;NoFlyEvasion;527.1765;120;1300.063;NoFlyEvasion;-509.2495;0;453.6826;Ground;309.60;Transit;3;1.06;3435;6202;2520;558;85;3248;3399
30;604.3735;120;1394.858;NoFlyEvasion;542.4332;120;1327.447;NoFlyEvasion;-53.98633;0;1072.441;Ground;312.58;Transit;15;2.27;3435;6202;2520;558;86;3399;3248
30;1289.855;80;1476.148;NoFlyEvasion;1269.783;80;1490.731;NoFlyEvasion;25.07837;0;1465.433;Ground;144.00;Transit;6;1.00;3720;6702;2727;595;87;3662;3694
30;1290.73;80;1475.512;NoFlyEvasion;1269.783;80;1490.731;NoFlyEvasion;14.53149;0;1508.897;Ground;144.00;Transit;12;1.20;3720;6702;2727;595;88;3694;3662
30;-1381.938;80;-1403.487;NoFlyEvasion;-1431.488;80;-1356.957;NoFlyEvasion;-2236.708;0;-846.2336;Ground;136.80;Transit;10;1.12;3744;6747;2749;598;89;3701;3729
30;-1382.807;80;-1402.671;NoFlyEvasion;-1329.16;80;-1453.049;NoFlyEvasion;2499.842;0;-2490.551;Ground;223.20;Transit;18;1.79;3744;6747;2749;598;90;3729;3701
30;-451.1112;60;-912.3834;NoFlyEvasion;-467.4081;60;-826.9514;NoFlyEvasion;-252.8284;0;1942.353;Ground;100.80;Transit;6;1.13;3778;6808;2772;605;91;3706;3763
30;-450.7588;60;-914.2308;NoFlyEvasion;-467.4081;60;-826.9514;NoFlyEvasion;-1410.617;0;755.6554;Ground;100.80;Transit;28;2.97;3778;6808;2772;605;92;3763;3706
30;1189.726;80;1522.428;NoFlyEvasion;1269.783;80;1490.731;NoFlyEvasion;2045.832;0;1307.642;Ground;201.60;Transit;27;2.87;3815;6903;2807;608;93;3789;3796
30;1191.793;80;1521.61;NoFlyEvasion;1139.267;80;1542.406;NoFlyEvasion;-1005.288;0;1463.514;Ground;158.40;Transit;18;1.94;3815;6903;2807;608;94;3796;3789
30;1361.536;60;1424.069;NoFlyEvasion;1269.783;60;1490.731;NoFlyEvasion;810.5653;0;2546.396;Ground;144.00;Transit;4;2.02;3823;6919;2816;613;95;3574;3778
30;1362.377;60;1423.457;NoFlyEvasion;1269.783;60;1490.731;NoFlyEvasion;954.6769;0;2257.14;Ground;144.00;Transit;18;0.15;3823;6919;2816;613;96;3778;3574
